COUNTRY,COVID_VACCINE_ADM_TOT_A1D,COVID_VACCINE_ADM_TOT_BOOST,COVID_VACCINE_ADM_TOT_CPS,COVID_VACCINE_ADM_TOT_DOSES,COVID_VACCINE_ADM_TOT_DOSES_PER100,COVID_VACCINE_COV_TOT_A1D,COVID_VACCINE_COV_TOT_BOOST,COVID_VACCINE_COV_TOT_CPS,COVID_VACCINE_DATE_INTRO_FIRST,COVID_VACCINE_DATE_REPORT_TOT_LAST,DATE
KIR,100900.000000000,37606.000000000,81474.000000000,219980.000000000,184.000000000,84.000000000,31.000000000,68.000000000,2021-05-26,2023-02-06,2023-11-26
KIR,1075.000000000,,,1075.000000000,1.000000000,1.000000000,,,2021-05-26,2023-02-06,2021-05-30
KIR,7522.000000000,,,7522.000000000,6.000000000,6.000000000,,,2021-05-26,2023-02-06,2021-06-27
KIR,14178.000000000,,172.000000000,14350.000000000,12.000000000,12.000000000,,,2021-05-26,2023-02-06,2021-07-25
KIR,21605.000000000,,5704.000000000,27310.000000000,23.000000000,18.000000000,,5.000000000,2021-05-26,2023-02-06,2021-08-29
KIR,42751.000000000,,8315.000000000,51066.000000000,43.000000000,36.000000000,,7.000000000,2021-05-26,2023-02-06,2021-09-26
KIR,57810.000000000,,15564.000000000,73375.000000000,61.000000000,48.000000000,,13.000000000,2021-05-26,2023-02-06,2021-10-31
KIR,62446.000000000,,29195.000000000,91641.000000000,77.000000000,52.000000000,,24.000000000,2021-05-26,2023-02-06,2021-11-28
KIR,70216.000000000,,40045.000000000,110261.000000000,92.000000000,59.000000000,,34.000000000,2021-05-26,2023-02-06,2021-12-26
KIR,74579.000000000,,46015.000000000,120594.000000000,101.000000000,62.000000000,,39.000000000,2021-05-26,2023-02-06,2022-01-30
KIR,77689.000000000,2014.000000000,53187.000000000,132890.000000000,111.000000000,65.000000000,2.000000000,45.000000000,2021-05-26,2023-02-06,2022-02-27
KIR,79330.000000000,4950.000000000,57107.000000000,141387.000000000,118.000000000,66.000000000,4.000000000,48.000000000,2021-05-26,2023-02-06,2022-03-27
KIR,80179.000000000,8194.000000000,59473.000000000,147847.000000000,124.000000000,67.000000000,7.000000000,50.000000000,2021-05-26,2023-02-06,2022-04-24
KIR,80819.000000000,10846.000000000,61006.000000000,152672.000000000,128.000000000,68.000000000,9.000000000,51.000000000,2021-05-26,2023-02-06,2022-05-29
KIR,81265.000000000,12342.000000000,61599.000000000,155206.000000000,130.000000000,68.000000000,10.000000000,52.000000000,2021-05-26,2023-02-06,2022-06-26
KIR,82023.000000000,13654.000000000,62324.000000000,158001.000000000,132.000000000,69.000000000,11.000000000,52.000000000,2021-05-26,2023-02-06,2022-07-31
KIR,86220.000000000,15667.000000000,65272.000000000,167159.000000000,140.000000000,72.000000000,13.000000000,55.000000000,2021-05-26,2023-02-06,2022-08-28
KIR,93963.000000000,19290.000000000,70844.000000000,184097.000000000,154.000000000,79.000000000,16.000000000,59.000000000,2021-05-26,2023-02-06,2022-09-25
KIR,96115.000000000,23290.000000000,73793.000000000,193197.000000000,162.000000000,80.000000000,19.000000000,62.000000000,2021-05-26,2023-02-06,2022-10-30
KIR,97473.000000000,28134.000000000,76128.000000000,201736.000000000,169.000000000,82.000000000,24.000000000,64.000000000,2021-05-26,2023-02-06,2022-11-27
KIR,98851.000000000,33175.000000000,78523.000000000,210549.000000000,176.000000000,83.000000000,28.000000000,66.000000000,2021-05-26,2023-02-06,2022-12-25
